primary key,probability,target values
9000177,7.997551e-06,0
9000178,9.890511e-06,0
9000179,2.2958948e-05,0
9000180,2.6078364e-05,0
9000181,0.0001327706,0
9000182,1.8726942e-05,0
9000183,1.8161625e-05,0
9000184,1.078468e-05,0
9000185,8.100879e-06,0
9000186,4.3484365e-06,0
9000187,2.9492108e-05,0
9000188,2.7271486e-05,0
9000189,3.3755183e-05,0
9000190,8.632857e-06,0
9000191,1.7777671e-05,0
9000192,3.8712496e-06,0
9000193,3.0349722e-05,0
9000194,8.104589e-06,0
9000195,1.4580672e-06,0
9000196,4.7359354e-05,0
9000197,6.8952086e-06,0
9000198,6.4389947e-06,0
9000199,6.338703e-06,0
9000200,6.803078e-06,0
9000201,1.8865396e-05,0
9000202,1.6035852e-05,0
9000203,6.479472e-06,0
9000204,2.6424914e-05,0
9000205,0.00016905656,0
9000206,1.7273396e-05,0
9000207,8.098385e-06,0
9000208,3.6535807e-06,0
9000209,0.00010799177,0
9000210,6.4370606e-06,0
9000211,4.172037e-05,0
9000212,3.4444136e-06,0
9000213,1.0347296e-05,0
9000214,3.088976e-06,0
9000215,3.8949875e-06,0
9000216,4.243962e-05,0
9000217,5.7924995e-06,0
9000218,2.9701025e-05,0
9000219,6.0580827e-05,0
9000220,9.248925e-06,0
9000221,1.7900551e-05,0
9000222,8.079477e-06,0
9000223,1.2532578e-05,0
9000224,2.2817485e-05,0
9000225,0.00011396872,0
9000226,2.2498343e-05,0
9000227,1.3593231e-05,0
9000228,2.0597909e-05,0
9000229,0.00023516476,0
9000230,0.0003082005,0
9000231,3.504968e-05,0
9000232,8.6588625e-06,0
9000233,0.00020594691,0
9000234,8.1729406e-05,0
9000235,7.694788e-05,0
9000236,8.222393e-06,0
9000237,4.155474e-06,0
9000238,3.9330603e-06,0
9000239,4.5472912e-05,0
9000240,4.3982054e-06,0
9000241,0.0031352204,0
9000242,1.5347885e-05,0
9000243,2.2150054e-05,0
9000244,3.8091243e-06,0
9000245,0.026656156,0
9000246,1.5823538e-05,0
9000247,6.0244056e-06,0
9000248,8.239056e-05,0
9000249,9.560077e-06,0
9000250,2.9063727e-05,0
9000251,5.1952364e-05,0
9000252,1.6132148e-05,0
9000253,3.1142634e-05,0
9000254,6.2688254e-05,0
9000255,0.00036483692,0
9000256,1.6343785e-05,0
9000257,0.00043664104,0
9000258,9.312438e-06,0
9000259,1.5169701e-05,0
9000260,6.0683324e-06,0
9000261,3.8393813e-05,0
9000262,5.762966e-06,0
9000263,3.3545987e-06,0
9000264,1.8207546e-05,0
9000265,4.0655672e-05,0
9000266,9.054671e-05,0
9000267,1.0457939e-05,0
9000268,1.0788106e-05,0
9000269,1.8643708e-05,0
9000270,3.1117693e-06,0
9000271,1.025328e-05,0
9000272,2.0248892e-05,0
9000273,7.4182026e-06,0
9000274,0.00030172124,0
9000275,5.26444e-06,0
9000276,3.9875475e-05,0
9000277,0.00025453517,0
9000278,1.6172646e-05,0
9000279,8.38953e-06,0
9000280,0.001452315,0
9000281,1.2440067e-05,0
9000282,1.0646175e-05,0
9000283,6.6130665e-06,0
9000284,1.4556646e-05,0
9000285,1.5510535e-05,0
9000286,2.8170953e-06,0
9000287,1.7211176e-05,0
9000288,6.6946127e-06,0
9000289,2.4240603e-06,0
9000290,8.36234e-06,0
9000291,1.2627124e-05,0
9000292,5.080798e-05,0
9000293,4.449078e-06,0
9000294,8.106807e-06,0
9000295,8.315825e-06,0
9000296,1.4480772e-05,0
9000297,9.938818e-06,0
9000298,4.6897792e-05,0
9000299,9.126095e-06,0
9000300,1.1917997e-05,0
9000301,0.0002195716,0
9000302,1.0821346e-05,0
9000303,1.3421908e-05,0
9000304,0.00010217574,0
9000305,5.8084843e-05,0
9000306,2.3929579e-05,0
9000307,9.8899094e-05,0
9000308,0.0011339956,0
9000309,3.245261e-05,0
9000310,9.372596e-06,0
9000311,2.5527726e-05,0
9000312,0.00055072526,0
9000313,0.00020918922,0
9000314,9.476061e-06,0
9000315,1.04214605e-05,0
9000316,4.566597e-06,0
9000317,0.0016219413,0
9000318,1.8931449e-05,0
9000319,0.00015677279,0
9000320,4.016742e-06,0
9000321,0.000106287385,0
9000322,6.151641e-05,0
9000323,9.201988e-06,0
9000324,4.653023e-05,0
9000325,1.7101407e-05,0
9000326,0.0013769869,0
9000327,4.3347404e-06,0
9000328,9.185952e-06,0
9000329,7.5081725e-06,0
9000330,3.8480724e-05,0
9000331,6.8175555e-06,0
9000332,3.5816425e-05,0
9000333,1.7285376e-05,0
9000334,1.0017676e-05,0
9000335,0.000117805794,0
9000336,5.837084e-06,0
9000337,1.3610405e-05,0
9000338,1.4133584e-05,0
9000339,1.4488369e-05,0
9000340,2.6762007e-05,0
9000341,2.5800618e-05,0
9000342,1.2238774e-05,0
9000343,4.0970194e-06,0
9000344,2.2872036e-06,0
9000345,6.643433e-06,0
9000346,4.540589e-06,0
9000347,1.5455607e-05,0
9000348,0.012292227,0
9000349,3.9737068e-05,0
9000350,1.0347296e-05,0
9000351,7.826353e-06,0
9000352,3.1196378e-05,0
9000353,0.0005540834,0
9000354,1.4170889e-05,0
9000355,7.4634113e-06,0
9000356,2.979061e-05,0
9000357,1.6862831e-06,0
9000358,9.870389e-05,0
9000359,1.0244044e-05,0
9000360,7.769708e-06,0
9000361,0.00028599062,0
9000362,7.561721e-06,0
9000363,0.00020148407,0
9000364,0.00022874973,0
9000365,7.173368e-06,0
9000366,1.787948e-05,0
9000367,3.5092995e-05,0
9000368,3.753848e-06,0
9000369,8.036613e-06,0
9000370,3.7790087e-05,0
9000371,3.0316055e-06,0
9000372,0.00014943148,0
9000373,1.0347296e-05,0
9000374,2.2945442e-05,0
9000375,6.2136364e-06,0
9000376,9.942191e-05,0
9000377,4.3484365e-06,0
9000378,5.9039016e-06,0
9000379,4.5752895e-06,0
9000380,2.2497828e-05,0
9000381,1.3024693e-05,0
9000382,2.0495236e-05,0
9000383,3.0964763e-06,0
9000384,0.00033227023,0
9000385,0.00024253744,0
9000386,0.00022853653,0
9000387,6.28066e-06,0
9000388,3.5826914e-05,0
9000389,2.797293e-05,0
9000390,3.3238084e-05,0
9000391,6.3867665e-06,0
9000392,4.44609e-05,0
9000393,3.4315217e-06,0
9000394,2.4909843e-06,0
9000395,1.5713344e-05,0
9000396,3.8446426e-05,0
9000397,2.0616402e-05,0
9000398,2.4402757e-06,0
9000399,0.00023366949,0
9000400,0.00047368,0
9000401,4.2088534e-05,0
9000402,2.6159965e-05,0
9000403,9.273797e-06,0
9000404,9.704191e-06,0
9000405,1.571571e-05,0
9000406,1.0009607e-05,0
9000407,1.4026539e-05,0
9000408,0.00023276338,0
9000409,4.4356384e-05,0
9000410,3.2484815e-05,0
9000411,4.16315e-05,0
9000412,3.2668573e-05,0
9000413,1.1190806e-05,0
9000414,1.7397584e-05,0
9000415,5.1160132e-05,0
9000416,9.935283e-06,0
9000417,1.27120165e-05,0
9000418,8.4035855e-05,0
9000419,7.0892893e-06,0
9000420,3.1983305e-05,0
9000421,0.0002455293,0
9000422,5.315587e-05,0
9000423,0.0005707439,0
9000424,2.3506753e-05,0
9000425,1.1702106e-05,0
9000426,6.834018e-06,0
9000427,3.5841742e-05,0
9000428,4.2780744e-06,0
9000429,1.2151606e-05,0
9000430,5.64007e-06,0
9000431,1.8688372e-05,0
9000432,2.278389e-05,0
9000433,5.185804e-06,0
9000434,2.4271198e-05,0
9000435,2.4827243e-05,0
9000436,2.3283423e-05,0
9000437,0.000110959576,0
9000438,1.9108953e-05,0
9000439,3.9959796e-06,0
9000440,2.838372e-05,0
9000441,2.100697e-06,0
9000442,4.536404e-06,0
9000443,0.00022365506,0
9000444,1.0192183e-05,0
9000445,2.9751856e-05,0
9000446,6.569841e-05,0
9000447,5.178083e-05,0
9000448,9.780506e-06,0
9000449,9.2025824e-05,0
9000450,7.2237235e-06,0
9000451,0.00022282367,0
9000452,4.155474e-06,0
9000453,4.514816e-06,0
9000454,9.024275e-06,0
9000455,1.19211e-05,0
9000456,8.589399e-06,0
9000457,1.6396192e-05,0
9000458,1.4496231e-05,0
9000459,2.7884505e-05,0
9000460,0.010146998,0
9000461,3.5768237e-06,0
9000462,4.4797453e-06,0
9000463,1.2555258e-05,0
9000464,1.631812e-05,0
9000465,4.4204835e-06,0
9000466,0.00058899407,0
9000467,1.7962797e-05,0
9000468,4.953655e-05,0
9000469,5.2669106e-06,0
9000470,3.543007e-05,0
9000471,4.2425645e-06,0
9000472,4.5308298e-05,0
9000473,1.764476e-05,0
9000474,2.8982017e-06,0
9000475,2.6156447e-05,0
9000476,3.972862e-06,0
9000477,2.9112355e-06,0
9000478,0.0009876145,0
9000479,1.013202e-05,0
9000480,1.0022043e-05,0
9000481,5.998309e-05,0
9000482,0.0007443197,0
9000483,3.441639e-06,0
9000484,2.9858842e-05,0
9000485,4.4051694e-06,0
9000486,2.4949022e-05,0
9000487,5.7288166e-06,0
9000488,1.502437e-06,0
9000489,4.9711267e-05,0
9000490,4.3519135e-06,0
9000491,1.067911e-05,0
9000492,0.00011046508,0
9000493,1.3098684e-05,0
9000494,3.1317966e-06,0
9000495,2.7974238e-05,0
9000496,7.3123556e-05,0
9000497,3.0024627e-05,0
9000498,7.3619412e-06,0
9000499,4.7091344e-06,0
9000500,8.803015e-06,0
9000501,5.153212e-06,0
9000502,9.732579e-06,0
9000503,5.6917693e-06,0
9000504,3.0331666e-05,0
9000505,0.0004904832,0
9000506,3.7769878e-05,0
9000507,5.1568645e-06,0
9000508,6.0343014e-06,0
9000509,0.00044601187,0
9000510,1.8997951e-05,0
9000511,6.999912e-06,0
9000512,5.219344e-06,0
9000513,3.057321e-06,0
9000514,4.068972e-06,0
9000515,8.879014e-06,0
9000516,1.621043e-05,0
9000517,1.945043e-05,0
9000518,0.005041466,0
9000519,7.776291e-05,0
9000520,2.710637e-05,0
9000521,1.3982413e-05,0
9000522,0.00013579799,0
9000523,3.672353e-05,0
9000524,1.0539106e-05,0
9000525,0.00019072405,0
9000526,1.7229551e-05,0
9000527,1.4896499e-05,0
9000528,0.0014288144,0
9000529,1.4823149e-05,0
9000530,5.5878327e-06,0
9000531,0.0005641228,0
9000532,0.00011192672,0
9000533,0.0016658757,0
9000534,0.0002048547,0
9000535,2.437902e-05,0
9000536,1.6377768e-05,0
9000537,3.546722e-05,0
9000538,2.19715e-05,0
9000539,7.04876e-05,0
9000540,4.9199607e-05,0
9000541,0.00025038078,0
9000542,1.3313129e-05,0
9000543,2.6587171e-05,0
9000544,6.5233194e-06,0
9000545,3.2048825e-05,0
9000546,9.540914e-06,0
9000547,2.2596889e-05,0
9000548,8.875806e-06,0
9000549,0.029758379,0
9000550,6.799595e-06,0
9000551,1.4400539e-05,0
9000552,1.0001763e-05,0
9000553,1.1432131e-05,0
9000554,4.455052e-06,0
9000555,2.10982e-06,0
9000556,4.155474e-06,0
9000557,2.404116e-06,0
9000558,1.6077885e-05,0
9000559,2.391092e-06,0
9000560,0.00012341094,0
9000561,6.149556e-06,0
9000562,4.832564e-05,0
9000563,1.7530405e-05,0
9000564,3.2165049e-06,0
9000565,5.180836e-06,0
9000566,7.262585e-05,0
9000567,1.4250738e-05,0
9000568,1.0733101e-05,0
9000569,1.9902733e-05,0
9000570,5.8946684e-05,0
9000571,2.8751847e-06,0
9000572,0.038521238,0
9000573,7.4784807e-06,0
9000574,5.4356024e-06,0
9000575,3.924658e-05,0
9000576,1.606607e-05,0
9000577,2.1470752e-05,0
9000578,9.44624e-06,0
9000579,2.81575e-06,0
9000580,1.0629121e-05,0
9000581,6.898405e-06,0
9000582,1.3389487e-05,0
9000583,2.9798279e-05,0
9000584,2.3348741e-06,0
9000585,0.0001002426,0
9000586,2.696598e-06,0
9000587,0.00011139689,0
9000588,1.1552898e-05,0
9000589,0.00046300128,0
9000590,8.520272e-06,0
9000591,9.265383e-05,0
9000592,3.8872613e-06,0
9000593,1.3083278e-05,0
9000594,3.6091267e-05,0
9000595,2.6355103e-05,0
9000596,2.844033e-06,0
9000597,4.5414625e-05,0
9000598,7.496894e-05,0
9000599,1.185046e-05,0
9000600,1.0139202e-05,0
9000601,9.433979e-06,0
9000602,3.2186158e-06,0
9000603,4.583408e-06,0
9000604,9.44624e-06,0
9000605,6.763521e-06,0
9000606,1.9384058e-06,0
9000607,1.05291e-05,0
9000608,4.1402265e-05,0
9000609,1.3539448e-05,0
9000610,3.261833e-05,0
9000611,5.6604495e-05,0
9000612,1.7075643e-05,0
9000613,1.88525e-05,0
9000614,6.0106554e-06,0
9000615,2.3140006e-05,0
9000616,4.7150308e-05,0
9000617,1.4512056e-05,0
9000618,0.0001688948,0
9000619,5.565177e-06,0
9000620,5.006656e-05,0
9000621,5.229498e-06,0
9000622,5.6250938e-06,0
9000623,1.7170092e-05,0
9000624,2.0227335e-05,0
9000625,7.3861747e-06,0
9000626,1.7977774e-05,0
9000627,0.0003446327,0
9000628,4.3484365e-06,0
9000629,1.658652e-05,0
9000630,7.333466e-05,0
9000631,5.3468175e-05,0
9000632,3.668478e-05,0
9000633,1.4620546e-05,0
9000634,3.5731757e-06,0
9000635,3.653999e-05,0
9000636,1.9756235e-05,0
9000637,3.272654e-05,0
9000638,0.00010261259,0
9000639,2.183173e-05,0
9000640,5.5490395e-06,0
9000641,2.8264926e-06,0
9000642,9.82183e-06,0
9000643,3.5634296e-06,0
9000644,2.4806011e-05,0
9000645,1.7555634e-05,0
9000646,5.3925294e-05,0
9000647,1.40484535e-05,0
9000648,1.1551477e-05,0
9000649,7.769767e-06,0
9000650,1.4644967e-05,0
9000651,2.7029164e-05,0
9000652,5.2642434e-05,0
9000653,2.6820485e-06,0
9000654,0.00011902779,0
9000655,1.8231605e-06,0
9000656,1.18044745e-05,0
9000657,8.904453e-06,0
9000658,2.1343852e-05,0
9000659,1.0335362e-05,0
9000660,2.960762e-05,0
9000661,1.9556726e-05,0
9000662,6.926547e-06,0
9000663,6.766093e-05,0
9000664,2.3657316e-05,0
9000665,8.272901e-05,0
9000666,7.968727e-06,0
9000667,4.155474e-06,0
9000668,5.839166e-06,0
9000669,5.2323066e-06,0
9000670,8.164236e-06,0
9000671,1.2971824e-05,0
9000672,5.7105867e-06,0
9000673,5.3708163e-06,0
9000674,3.8917562e-05,0
9000675,2.297086e-05,0
9000676,2.311958e-05,0
9000677,2.0383817e-05,0
9000678,1.2480766e-05,0
9000679,1.594058e-06,0
9000680,5.7360817e-06,0
9000681,3.462554e-06,0
9000682,2.0745663e-05,0
9000683,1.295065e-05,0
9000684,3.3455508e-05,0
9000685,7.160874e-06,0
9000686,8.0798265e-05,0
9000687,1.31290235e-05,0
9000688,4.7845333e-06,0
9000689,8.521125e-06,0
9000690,4.6203913e-06,0
9000691,2.6282542e-05,0
9000692,4.9231753e-06,0
9000693,5.0257422e-05,0
9000694,7.3490833e-06,0
9000695,2.5446981e-05,0
9000696,1.9659705e-05,0
9000697,4.8491736e-05,0
9000698,6.3370703e-06,0
9000699,1.8845327e-05,0
9000700,2.9262912e-05,0
9000701,0.00010633047,0
9000702,9.531142e-07,0
9000703,1.6208636e-05,0
9000704,0.0016743243,0
9000705,0.0006966322,0
9000706,2.148533e-06,0
9000707,6.849906e-05,0
9000708,9.42856e-05,0
9000709,2.0534873e-05,0
9000710,6.557062e-06,0
9000711,1.956667e-05,0
9000712,1.8371324e-05,0
9000713,1.1474171e-05,0
9000714,7.378219e-05,0
9000715,1.4632919e-05,0
9000716,4.8613416e-05,0
9000717,3.4889888e-06,0
9000718,1.0197559e-05,0
9000719,1.8805742e-05,0
9000720,1.02137055e-05,0
9000721,7.442794e-05,0
9000722,5.675768e-05,0
9000723,1.5640922e-05,0
9000724,2.1448561e-06,0
9000725,3.0250787e-05,0
9000726,0.000111846915,0
9000727,9.606725e-06,0
9000728,1.2647335e-05,0
9000729,3.0587705e-06,0
9000730,1.7985183e-05,0
9000731,1.8895103e-05,0
9000732,0.00017662974,0
9000733,1.0347296e-05,0
9000734,4.779125e-06,0
9000735,4.6073015e-05,0
9000736,4.3484365e-06,0
9000737,1.3004933e-05,0
9000738,2.2954e-05,0
9000739,5.6540503e-06,0
9000740,6.2196364e-06,0
9000741,5.2896025e-06,0
9000742,7.7264e-06,0
9000743,7.2603965e-05,0
9000744,9.44624e-06,0
9000745,6.54096e-05,0
9000746,3.665642e-05,0
9000747,0.0001530782,0
9000748,0.00022544837,0
9000749,4.027019e-05,0
9000750,1.423691e-05,0
9000751,1.068014e-05,0
9000752,1.6968423e-05,0
9000753,7.14071e-05,0
9000754,5.334512e-06,0
9000755,2.3739942e-05,0
9000756,4.353883e-05,0
9000757,0.00015865678,0
9000758,0.00017010808,0
9000759,9.105544e-06,0
9000760,7.687791e-05,0
9000761,2.3265999e-05,0
9000762,0.00012171006,0
9000763,3.5483863e-06,0
9000764,4.3484365e-06,0
9000765,3.318471e-06,0
9000766,1.6423674e-05,0
9000767,1.2774225e-05,0
9000768,8.139142e-06,0
9000769,1.8350102e-05,0
9000770,1.52413795e-05,0
9000771,0.00023556915,0
9000772,1.6565875e-05,0
9000773,5.4378695e-05,0
9000774,1.3311897e-05,0
9000775,9.5599884e-05,0
9000776,1.1551609e-05,0
9000777,1.4780957e-05,0
9000778,1.5863807e-05,0
9000779,1.9580279e-05,0
9000780,5.65067e-06,0
9000781,1.5039442e-05,0
9000782,0.0001297576,0
9000783,8.321664e-06,0
9000784,0.000102371676,0
9000785,0.00013389003,0
9000786,2.566004e-05,0
9000787,4.645477e-05,0
9000788,0.0015893339,0
9000789,5.472432e-05,0
9000790,1.1576842e-05,0
9000791,1.0738845e-05,0
9000792,3.7668582e-05,0
9000793,0.0001129135,0
9000794,5.024342e-06,0
9000795,3.2764272e-06,0
9000796,1.9924933e-05,0
9000797,1.2148929e-05,0
9000798,9.28146e-06,0
9000799,0.09282174,0
9000800,8.844146e-05,0
9000801,6.1564974e-06,0
9000802,0.00012934499,0
9000803,6.924427e-06,0
9000804,2.2448621e-05,0
9000805,1.6126549e-05,0
9000806,0.0001025099,0
9000807,5.086763e-06,0
9000808,1.1166254e-05,0
9000809,5.9360336e-05,0
9000810,0.00038013706,0
9000811,4.155474e-06,0
9000812,1.1040281e-05,0
9000813,2.7383598e-05,0
9000814,5.512837e-05,0
9000815,7.762518e-05,0
9000816,3.5445748e-05,0
9000817,2.1783813e-05,0
9000818,1.8345552e-05,0
9000819,1.508046e-05,0
9000820,2.6406913e-06,0
9000821,8.418584e-06,0
9000822,1.04608225e-05,0
9000823,5.1658626e-06,0
9000824,0.002824138,0
9000825,0.00019160169,0
9000826,8.248327e-06,0
9000827,9.216867e-06,0
9000828,2.556621e-06,0
9000829,4.5093852e-06,0
9000830,1.2756415e-05,0
9000831,4.155474e-06,0
9000832,1.471491e-05,0
9000833,1.3595565e-05,0
9000834,6.2003535e-05,0
9000835,1.534199e-05,0
9000836,1.122926e-05,0
9000837,2.0099616e-05,0
9000838,1.4065439e-05,0
9000839,5.0270646e-06,0
9000840,9.680418e-06,0
9000841,0.00077254523,0
9000842,4.534929e-06,0
9000843,3.0465137e-05,0
9000844,4.6828256e-05,0
9000845,5.6812214e-06,0
9000846,4.7802525e-05,0
9000847,4.8083333e-05,0
9000848,1.7945595e-06,0
9000849,2.0128562e-05,0
9000850,1.4834632e-05,0
9000851,1.08001295e-05,0
9000852,6.597534e-05,0
9000853,0.00010485587,0
9000854,4.140489e-06,0
9000855,3.7869093e-05,0
9000856,2.4099461e-05,0
9000857,1.0347296e-05,0
9000858,8.781306e-06,0
9000859,3.064008e-06,0
9000860,8.23366e-05,0
9000861,1.6624685e-05,0
9000862,1.3515184e-05,0
9000863,4.2259435e-06,0
9000864,4.6279324e-06,0
9000865,3.5528967e-05,0
9000866,9.980106e-06,0
9000867,7.709391e-06,0
9000868,6.0509897e-06,0
9000869,1.0395027e-05,0
9000870,7.3633882e-06,0
9000871,4.7108506e-06,0
9000872,5.410886e-06,0
9000873,1.2741448e-05,0
9000874,0.00015124616,0
9000875,1.9428888e-05,0
9000876,8.193619e-06,0
9000877,0.00064694305,0
9000878,1.1693271e-05,0
9000879,4.8995193e-05,0
9000880,1.690003e-05,0
9000881,1.3758709e-05,0
9000882,1.0719558e-05,0
9000883,0.0010591485,0
9000884,3.6666628e-05,0
9000885,6.3294847e-06,0
9000886,0.00024919238,0
9000887,1.580698e-05,0
9000888,0.00025207686,0
9000889,3.0912038e-06,0
9000890,5.658684e-06,0
9000891,7.9335505e-06,0
9000892,2.420576e-05,0
9000893,0.00054945506,0
9000894,3.2458585e-05,0
9000895,3.277548e-05,0
9000896,2.3015573e-05,0
9000897,3.5903216e-05,0
9000898,2.1691521e-06,0
9000899,3.3274493e-05,0
9000900,1.5997193e-05,0
9000901,1.1382752e-05,0
9000902,2.6465947e-05,0
9000903,1.767199e-05,0
9000904,3.906026e-05,0
9000905,4.7632657e-05,0
9000906,8.069992e-05,0
9000907,4.417319e-06,0
9000908,2.8878364e-06,0
9000909,8.3189894e-05,0
9000910,7.812839e-05,0
9000911,3.5780955e-05,0
9000912,1.0347296e-05,0
9000913,7.4083655e-05,0
9000914,8.184863e-06,0
9000915,1.9407518e-05,0
9000916,1.4024961e-05,0
9000917,1.1410205e-05,0
9000918,6.6413936e-06,0
9000919,2.556722e-05,0
9000920,4.7578902e-05,0
9000921,1.2551919e-05,0
9000922,4.665991e-06,0
9000923,0.00020230953,0
9000924,4.3873715e-06,0
9000925,0.00012843013,0
9000926,2.776208e-05,0
9000927,2.353432e-05,0
9000928,6.8904355e-06,0
9000929,2.4101535e-06,0
9000930,2.6090951e-05,0
9000931,2.5137168e-05,0
9000932,2.8945675e-05,0
9000933,9.102177e-06,0
9000934,2.0200867e-05,0
9000935,2.8026789e-05,0
9000936,0.0003195769,0
9000937,4.4094355e-05,0
9000938,3.120346e-05,0
9000939,5.828857e-06,0
9000940,7.2570874e-06,0
9000941,2.454156e-05,0
9000942,4.155474e-06,0
9000943,4.5614026e-05,0
9000944,1.4185492e-05,0
9000945,0.0008619669,0
9000946,1.1211155e-05,0
9000947,5.727724e-06,0
9000948,5.030743e-06,0
9000949,4.0700284e-05,0
9000950,0.00014297901,0
9000951,2.2697599e-05,0
9000952,5.8137625e-06,0
9000953,9.746303e-05,0
9000954,7.520811e-05,0
9000955,6.848633e-06,0
9000956,1.4931283e-06,0
9000957,1.2743927e-05,0
9000958,1.9735182e-05,0
9000959,8.790372e-06,0
9000960,6.538604e-06,0
9000961,9.628214e-06,0
9000962,6.7576264e-05,0
9000963,0.0029449596,0
9000964,5.645817e-06,0
9000965,2.4305547e-05,0
9000966,2.1803871e-06,0
9000967,0.00015568221,0
9000968,5.735311e-06,0
9000969,1.9064539e-05,0
9000970,2.9116713e-06,0
